ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
178096255,52213389357,18,0.0,-1284265647786610688,0.0,10.137636184692383,61387.03125,0.0,0,10,0.0,815,275285876241960,32,23.100000381469727,18611.95703125,0.3052409589290619,0,0.0,0.0,1.56109798E9,,,,0,18.5,5,-5.199999809265137,1.56109798E9
178096255,52213389357,18,0.0,-1284265647786610688,0.0,10.137636184692383,61387.03125,0.0,0,3,0.0,7215,275299919887472,42,20.299999237060547,18181.375,0.42718610167503357,0,0.0,0.0,1.57542003E9,,,,0,15.800000190734863,6,-5.199999809265137,1.57542003E9
178096255,52213389357,18,0.0,-1284265647786610688,0.0,10.137636184692383,61387.03125,0.0,0,22,0.0,815,275285923577522,42,20.200000762939453,18394.5078125,0.43282550573349,0,0.0,0.0,1.56109798E9,,,,0,16.100000381469727,5,-5.199999809265137,1.56109798E9
178097227,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,12,0.0,47,275300925967802,30,24.0,18628.287109375,0.2770083248615265,0,0.0,0.0,1.57542003E9,,,,0,20.600000381469727,1,-5.199999809265137,1.57542003E9
178097227,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,24,0.0,47,275300920205006,35,22.100000381469727,18052.298828125,0.3419855535030365,0,0.0,0.0,1.57542003E9,,,,0,17.5,1,-5.199999809265137,1.57542003E9
178097228,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,25,0.0,47,275300921597066,45,19.700000762939453,18387.26953125,0.46277016401290894,0,0.0,0.0,1.57542003E9,,,,0,12.0,1,-5.199999809265137,1.57542003E9
178097228,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,15,0.0,47,275300931574705,42,20.200000762939453,18084.447265625,0.43282550573349,0,0.0,0.0,1.57542003E9,,,,0,13.600000381469727,1,-5.199999809265137,1.57542003E9
178097229,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,19,0.0,47,275300921784863,51,18.5,18963.791015625,0.5486968159675598,0,0.0,0.0,1.57542003E9,,,,0,16.0,1,-5.199999809265137,1.57542003E9
178097229,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,2,0.0,7215,275300913038701,21,28.399999618530273,18593.345703125,0.18262839317321777,0,0.0,0.0,1.57542003E9,,,,0,21.799999237060547,6,-5.199999809265137,1.57542003E9
178097229,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,8,0.0,7215,275300912875211,28,24.700000762939453,17903.330078125,0.25767216086387634,0,0.0,0.0,1.57542003E9,,,,0,18.0,6,-5.199999809265137,1.57542003E9
178097230,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,25,0.0,7215,275300909889352,28,24.5,18634.36328125,0.26298487186431885,0,0.0,0.0,1.57542003E9,,,,0,18.200000762939453,6,-5.199999809265137,1.57542003E9
178097230,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,16,0.0,239,26882921364851,29,24.100000381469727,18492.30078125,0.27411526441574097,0,0.0,0.0,1.60143744E9,,,,0,19.899999618530273,3,-5.199999809265137,1.60143744E9
178097230,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,9,0.0,815,275286879325860,30,23.700000762939453,18259.763671875,0.28596755862236023,0,0.0,0.0,1.56109798E9,,,,0,18.5,5,-5.199999809265137,1.56109798E9
178097231,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,7,0.0,815,275286874039257,32,23.0,18599.677734375,0.3086419701576233,0,0.0,0.0,1.56109798E9,,,,0,19.700000762939453,5,-5.199999809265137,1.56109798E9
178097231,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,10,0.0,815,275286876241309,32,23.100000381469727,18611.61328125,0.3052409589290619,0,0.0,0.0,1.56109798E9,,,,0,16.899999618530273,5,-5.199999809265137,1.56109798E9
178097231,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,3,0.0,7215,275300919888257,42,20.299999237060547,18182.08984375,0.42718610167503357,0,0.0,0.0,1.57542003E9,,,,0,14.800000190734863,6,-5.199999809265137,1.57542003E9
178097232,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,22,0.0,815,275286923577563,42,20.200000762939453,18394.89453125,0.43282550573349,0,0.0,0.0,1.56109798E9,,,,0,16.100000381469727,5,-5.199999809265137,1.56109798E9
178097271,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,12,0.0,47,275300925967802,30,24.0,18628.287109375,0.2770083248615265,0,0.0,0.0,1.57542003E9,,,,0,20.600000381469727,1,-5.199999809265137,1.57542003E9
178097271,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,24,0.0,47,275300920205006,35,22.100000381469727,18052.298828125,0.3419855535030365,0,0.0,0.0,1.57542003E9,,,,0,17.5,1,-5.199999809265137,1.57542003E9
178097271,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,25,0.0,47,275300921597066,45,19.700000762939453,18387.26953125,0.46277016401290894,0,0.0,0.0,1.57542003E9,,,,0,12.0,1,-5.199999809265137,1.57542003E9
178097272,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,15,0.0,47,275300931574705,43,20.100000381469727,18084.447265625,0.43857723474502563,0,0.0,0.0,1.57542003E9,,,,0,13.600000381469727,1,-5.199999809265137,1.57542003E9
178097272,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,19,0.0,47,275300921784863,51,18.5,18963.791015625,0.5486968159675598,0,0.0,0.0,1.57542003E9,,,,0,16.0,1,-5.199999809265137,1.57542003E9
178097272,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,2,0.0,7215,275300913038701,21,28.399999618530273,18593.345703125,0.18262839317321777,0,0.0,0.0,1.57542003E9,,,,0,21.799999237060547,6,-5.199999809265137,1.57542003E9
178097272,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,8,0.0,7215,275300912875211,28,24.700000762939453,17903.330078125,0.25767216086387634,0,0.0,0.0,1.57542003E9,,,,0,18.0,6,-5.199999809265137,1.57542003E9
178097272,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,25,0.0,7215,275300909889352,28,24.5,18634.36328125,0.26298487186431885,0,0.0,0.0,1.57542003E9,,,,0,18.200000762939453,6,-5.199999809265137,1.57542003E9
178097272,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,16,0.0,239,26882921364851,29,24.100000381469727,18492.30078125,0.27411526441574097,0,0.0,0.0,1.60143744E9,,,,0,19.899999618530273,3,-5.199999809265137,1.60143744E9
178097272,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,9,0.0,815,275286879325860,30,23.700000762939453,18259.763671875,0.28596755862236023,0,0.0,0.0,1.56109798E9,,,,0,18.5,5,-5.199999809265137,1.56109798E9
178097272,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,7,0.0,815,275286874039257,32,23.0,18599.677734375,0.3086419701576233,0,0.0,0.0,1.56109798E9,,,,0,19.700000762939453,5,-5.199999809265137,1.56109798E9
178097273,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,10,0.0,815,275286876241309,32,23.0,18611.61328125,0.3086419701576233,0,0.0,0.0,1.56109798E9,,,,0,16.899999618530273,5,-5.199999809265137,1.56109798E9
178097273,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,3,0.0,7215,275300919888257,42,20.299999237060547,18182.08984375,0.42718610167503357,0,0.0,0.0,1.57542003E9,,,,0,14.800000190734863,6,-5.199999809265137,1.57542003E9
178097273,53213450757,18,0.0,-1284265647786549248,0.0,10.137636184692383,61386.77734375,0.0,0,22,0.0,815,275286923577563,43,20.100000381469727,18394.89453125,0.43857723474502563,0,0.0,0.0,1.56109798E9,,,,0,16.100000381469727,5,-5.199999809265137,1.56109798E9
178098194,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,12,0.0,47,275301925967088,30,24.0,18627.236328125,0.2770083248615265,0,0.0,0.0,1.57542003E9,,,,0,19.299999237060547,1,-5.199999809265137,1.57542003E9
178098194,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,24,0.0,47,275301920206150,35,22.100000381469727,18053.64453125,0.3419855535030365,0,0.0,0.0,1.57542003E9,,,,0,19.299999237060547,1,-5.199999809265137,1.57542003E9
178098195,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,25,0.0,47,275301921597122,45,19.600000381469727,18386.859375,0.4691311717033386,0,0.0,0.0,1.57542003E9,,,,0,15.899999618530273,1,-5.199999809265137,1.57542003E9
178098195,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,15,0.0,47,275301931575760,43,20.0,18082.568359375,0.4444444477558136,0,0.0,0.0,1.57542003E9,,,,0,14.100000381469727,1,-5.199999809265137,1.57542003E9
178098195,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,19,0.0,47,275301921783006,51,18.5,18964.35546875,0.5486968159675598,0,0.0,0.0,1.57542003E9,,,,0,15.199999809265137,1,-5.199999809265137,1.57542003E9
178098195,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,2,0.0,7215,275301913038067,21,28.399999618530273,18593.12109375,0.18262839317321777,0,0.0,0.0,1.57542003E9,,,,0,20.600000381469727,6,-5.199999809265137,1.57542003E9
178098195,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,8,0.0,7215,275301912876898,28,24.700000762939453,17903.802734375,0.25767216086387634,0,0.0,0.0,1.57542003E9,,,,0,18.299999237060547,6,-5.199999809265137,1.57542003E9
178098195,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,25,0.0,7215,275301909888586,28,24.5,18634.986328125,0.26298487186431885,0,0.0,0.0,1.57542003E9,,,,0,19.399999618530273,6,-5.199999809265137,1.57542003E9
178098196,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,16,0.0,239,26883921364639,30,24.0,18492.751953125,0.2770083248615265,0,0.0,0.0,1.60143744E9,,,,0,18.799999237060547,3,-5.199999809265137,1.60143744E9
178098196,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,7,0.0,815,275287874038590,32,23.100000381469727,18599.509765625,0.3052409589290619,0,0.0,0.0,1.56109798E9,,,,0,19.100000381469727,5,-5.199999809265137,1.56109798E9
178098196,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,9,0.0,815,275287879326362,30,23.700000762939453,18258.998046875,0.28596755862236023,0,0.0,0.0,1.56109798E9,,,,0,16.0,5,-5.199999809265137,1.56109798E9
178098196,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,10,0.0,815,275287876240634,32,23.0,18611.376953125,0.3086419701576233,0,0.0,0.0,1.56109798E9,,,,0,15.100000381469727,5,-5.199999809265137,1.56109798E9
178098197,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,3,0.0,7215,275301919888998,42,20.299999237060547,18182.09765625,0.42718610167503357,0,0.0,0.0,1.57542003E9,,,,0,15.800000190734863,6,-5.199999809265137,1.57542003E9
178098197,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,22,0.0,815,275287923577637,43,20.100000381469727,18396.33984375,0.43857723474502563,0,0.0,0.0,1.56109798E9,,,,0,15.300000190734863,5,-5.199999809265137,1.56109798E9
178098219,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,12,0.0,47,275301925967088,30,23.899999618530273,18627.236328125,0.2799473702907562,0,0.0,0.0,1.57542003E9,,,,0,19.299999237060547,1,-5.199999809265137,1.57542003E9
178098219,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,24,0.0,47,275301920206150,35,22.100000381469727,18053.64453125,0.3419855535030365,0,0.0,0.0,1.57542003E9,,,,0,19.299999237060547,1,-5.199999809265137,1.57542003E9
178098219,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,25,0.0,47,275301921597122,45,19.600000381469727,18386.859375,0.4691311717033386,0,0.0,0.0,1.57542003E9,,,,0,15.899999618530273,1,-5.199999809265137,1.57542003E9
178098220,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,15,0.0,47,275301931575760,44,19.899999618530273,18082.568359375,0.4504301846027374,0,0.0,0.0,1.57542003E9,,,,0,14.100000381469727,1,-5.199999809265137,1.57542003E9
178098220,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,19,0.0,47,275301921783006,52,18.399999618530273,18964.35546875,0.5569169521331787,0,0.0,0.0,1.57542003E9,,,,0,15.199999809265137,1,-5.199999809265137,1.57542003E9
178098220,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,2,0.0,7215,275301913038067,21,28.399999618530273,18593.12109375,0.18262839317321777,0,0.0,0.0,1.57542003E9,,,,0,20.600000381469727,6,-5.199999809265137,1.57542003E9
178098220,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,8,0.0,7215,275301912876898,28,24.700000762939453,17903.802734375,0.25767216086387634,0,0.0,0.0,1.57542003E9,,,,0,18.299999237060547,6,-5.199999809265137,1.57542003E9
178098220,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,25,0.0,7215,275301909888586,28,24.5,18634.986328125,0.26298487186431885,0,0.0,0.0,1.57542003E9,,,,0,19.399999618530273,6,-5.199999809265137,1.57542003E9
178098220,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,16,0.0,239,26883921364639,30,24.0,18492.751953125,0.2770083248615265,0,0.0,0.0,1.60143744E9,,,,0,18.799999237060547,3,-5.199999809265137,1.60143744E9
178098221,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,7,0.0,815,275287874038590,32,23.100000381469727,18599.509765625,0.3052409589290619,0,0.0,0.0,1.56109798E9,,,,0,19.100000381469727,5,-5.199999809265137,1.56109798E9
178098221,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,9,0.0,815,275287879326362,31,23.600000381469727,18258.998046875,0.28905072808265686,0,0.0,0.0,1.56109798E9,,,,0,16.0,5,-5.199999809265137,1.56109798E9
178098221,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,10,0.0,815,275287876240634,32,23.0,18611.376953125,0.3086419701576233,0,0.0,0.0,1.56109798E9,,,,0,15.100000381469727,5,-5.199999809265137,1.56109798E9
178098222,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,3,0.0,7215,275301919888998,42,20.299999237060547,18182.09765625,0.42718610167503357,0,0.0,0.0,1.57542003E9,,,,0,15.800000190734863,6,-5.199999809265137,1.57542003E9
178098222,54213512157,18,0.0,-1284265647786487808,0.0,10.137636184692383,61386.125,0.0,0,22,0.0,815,275287923577637,43,20.100000381469727,18396.33984375,0.43857723474502563,0,0.0,0.0,1.56109798E9,,,,0,15.300000190734863,5,-5.199999809265137,1.56109798E9
178099229,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,12,0.0,47,275302925966269,30,23.899999618530273,18627.630859375,0.2799473702907562,0,0.0,0.0,1.57542003E9,,,,0,21.200000762939453,1,-5.199999809265137,1.57542003E9
178099229,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,24,0.0,47,275302920207285,35,22.200000762939453,18054.353515625,0.33802053332328796,0,0.0,0.0,1.57542003E9,,,,0,18.700000762939453,1,-5.199999809265137,1.57542003E9
178099229,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,25,0.0,47,275302921597136,45,19.600000381469727,18387.29296875,0.4691311717033386,0,0.0,0.0,1.57542003E9,,,,0,15.5,1,-5.199999809265137,1.57542003E9
178099230,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,15,0.0,47,275302931576792,44,19.799999237060547,18081.599609375,0.4565376043319702,0,0.0,0.0,1.57542003E9,,,,0,7.0,1,-5.199999809265137,1.57542003E9
178099230,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,19,0.0,47,275302921781116,52,18.399999618530273,18965.916015625,0.5569169521331787,0,0.0,0.0,1.57542003E9,,,,0,13.699999809265137,1,-5.199999809265137,1.57542003E9
178099230,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,2,0.0,7215,275302913037399,21,28.399999618530273,18592.59375,0.18262839317321777,0,0.0,0.0,1.57542003E9,,,,0,22.5,6,-5.199999809265137,1.57542003E9
178099231,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,8,0.0,7215,275302912878527,28,24.700000762939453,17903.767578125,0.25767216086387634,0,0.0,0.0,1.57542003E9,,,,0,17.5,6,-5.199999809265137,1.57542003E9
178099231,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,25,0.0,7215,275302909887775,28,24.5,18634.89453125,0.26298487186431885,0,0.0,0.0,1.57542003E9,,,,0,18.200000762939453,6,-5.199999809265137,1.57542003E9
178099231,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,16,0.0,239,26884921364392,30,24.0,18490.59375,0.2770083248615265,0,0.0,0.0,1.60143744E9,,,,0,19.700000762939453,3,-5.199999809265137,1.60143744E9
178099232,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,7,0.0,815,275288874037895,32,23.100000381469727,18599.9140625,0.3052409589290619,0,0.0,0.0,1.56109798E9,,,,0,15.899999618530273,5,-5.199999809265137,1.56109798E9
178099232,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,9,0.0,815,275288879326799,31,23.600000381469727,18259.265625,0.28905072808265686,0,0.0,0.0,1.56109798E9,,,,0,18.100000381469727,5,-5.199999809265137,1.56109798E9
178099232,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,10,0.0,815,275288876239901,32,23.0,18611.640625,0.3086419701576233,0,0.0,0.0,1.56109798E9,,,,0,18.5,5,-5.199999809265137,1.56109798E9
178099232,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,3,0.0,7215,275302919889655,42,20.299999237060547,18182.251953125,0.42718610167503357,0,0.0,0.0,1.57542003E9,,,,0,16.0,6,-5.199999809265137,1.57542003E9
178099232,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,22,0.0,815,275288923577620,43,20.0,18396.955078125,0.4444444477558136,0,0.0,0.0,1.56109798E9,,,,0,17.200000762939453,5,-5.199999809265137,1.56109798E9
178099276,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,12,0.0,47,275302925966269,30,23.899999618530273,18627.630859375,0.2799473702907562,0,0.0,0.0,1.57542003E9,,,,0,21.200000762939453,1,-5.199999809265137,1.57542003E9
178099277,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,24,0.0,47,275302920207285,35,22.200000762939453,18054.353515625,0.33802053332328796,0,0.0,0.0,1.57542003E9,,,,0,18.700000762939453,1,-5.199999809265137,1.57542003E9
178099277,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,25,0.0,47,275302921597136,46,19.5,18387.29296875,0.4756242632865906,0,0.0,0.0,1.57542003E9,,,,0,15.5,1,-5.199999809265137,1.57542003E9
178099277,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,15,0.0,47,275302931576792,45,19.700000762939453,18081.599609375,0.46277016401290894,0,0.0,0.0,1.57542003E9,,,,0,7.0,1,-5.199999809265137,1.57542003E9
178099277,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,19,0.0,47,275302921781116,52,18.399999618530273,18965.916015625,0.5569169521331787,0,0.0,0.0,1.57542003E9,,,,0,13.699999809265137,1,-5.199999809265137,1.57542003E9
178099277,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,2,0.0,7215,275302913037399,21,28.399999618530273,18592.59375,0.18262839317321777,0,0.0,0.0,1.57542003E9,,,,0,22.5,6,-5.199999809265137,1.57542003E9
178099278,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,8,0.0,7215,275302912878527,28,24.700000762939453,17903.767578125,0.25767216086387634,0,0.0,0.0,1.57542003E9,,,,0,17.5,6,-5.199999809265137,1.57542003E9
178099278,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,25,0.0,7215,275302909887775,28,24.5,18634.89453125,0.26298487186431885,0,0.0,0.0,1.57542003E9,,,,0,18.200000762939453,6,-5.199999809265137,1.57542003E9
178099280,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,16,0.0,239,26884921364392,30,23.899999618530273,18490.59375,0.2799473702907562,0,0.0,0.0,1.60143744E9,,,,0,19.700000762939453,3,-5.199999809265137,1.60143744E9
178099281,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,7,0.0,815,275288874037895,32,23.100000381469727,18599.9140625,0.3052409589290619,0,0.0,0.0,1.56109798E9,,,,0,15.899999618530273,5,-5.199999809265137,1.56109798E9
178099282,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,9,0.0,815,275288879326799,31,23.5,18259.265625,0.29218408465385437,0,0.0,0.0,1.56109798E9,,,,0,18.100000381469727,5,-5.199999809265137,1.56109798E9
178099282,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,10,0.0,815,275288876239901,33,22.899999618530273,18611.640625,0.3121001422405243,0,0.0,0.0,1.56109798E9,,,,0,18.5,5,-5.199999809265137,1.56109798E9
178099282,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,3,0.0,7215,275302919889655,42,20.299999237060547,18182.251953125,0.42718610167503357,0,0.0,0.0,1.57542003E9,,,,0,16.0,6,-5.199999809265137,1.57542003E9
178099282,55213573497,18,0.0,-1284265647786426624,0.0,10.137636184692383,61385.51171875,0.0,0,22,0.0,815,275288923577620,43,20.0,18396.955078125,0.4444444477558136,0,0.0,0.0,1.56109798E9,,,,0,17.200000762939453,5,-5.199999809265137,1.56109798E9
178100204,56213634897,18,0.0,-1284265647786365184,0.0,10.137636184692383,61385.25,0.0,0,12,0.0,47,275303925965532,30,23.899999618530273,18628.341796875,0.2799473702907562,0,0.0,0.0,1.57542003E9,,,,0,19.399999618530273,1,-5.199999809265137,1.57542003E9
178100205,56213634897,18,0.0,-1284265647786365184,0.0,10.137636184692383,61385.25,0.0,0,24,0.0,47,275303920208415,35,22.200000762939453,18055.072265625,0.33802053332328796,0,0.0,0.0,1.57542003E9,,,,0,16.700000762939453,1,-5.199999809265137,1.57542003E9
178100205,56213634897,18,0.0,-1284265647786365184,0.0,10.137636184692383,61385.25,0.0,0,25,0.0,47,275303921597266,46,19.5,18387.490234375,0.4756242632865906,0,0.0,0.0,1.57542003E9,,,,0,15.100000381469727,1,-5.199999809265137,1.57542003E9
178100205,56213634897,18,0.0,-1284265647786365184,0.0,10.137636184692383,61385.25,0.0,0,15,0.0,47,275303931577902,45,19.700000762939453,18080.515625,0.46277016401290894,0,0.0,0.0,1.57542003E9,,,,0,16.5,1,-5.199999809265137,1.57542003E9
178100205,56213634897,18,0.0,-1284265647786365184,0.0,10.137636184692383,61385.25,0.0,0,19,0.0,47,275303921779241,52,18.399999618530273,18968.13671875,0.5569169521331787,0,0.0,0.0,1.57542003E9,,,,0,12.600000381469727,1,-5.199999809265137,1.57542003E9
178100206,56213634897,18,0.0,-1284265647786365184,0.0,10.137636184692383,61385.25,0.0,0,2,0.0,7215,275303913036780,21,28.399999618530273,18593.552734375,0.18262839317321777,0,0.0,0.0,1.57542003E9,,,,0,22.100000381469727,6,-5.199999809265137,1.57542003E9
178100206,56213634897,18,0.0,-1284265647786365184,0.0,10.137636184692383,61385.25,0.0,0,8,0.0,7215,275303912880209,28,24.700000762939453,17903.81640625,0.25767216086387634,0,0.0,0.0,1.57542003E9,,,,0,18.799999237060547,6,-5.199999809265137,1.57542003E9
178100206,56213634897,18,0.0,-1284265647786365184,0.0,10.137636184692383,61385.25,0.0,0,25,0.0,7215,275303909887021,28,24.5,18634.107421875,0.26298487186431885,0,0.0,0.0,1.57542003E9,,,,0,19.0,6,-5.199999809265137,1.57542003E9
178100206,56213634897,18,0.0,-1284265647786365184,0.0,10.137636184692383,61385.25,0.0,0,16,0.0,239,26885921364013,30,23.899999618530273,18492.123046875,0.2799473702907562,0,0.0,0.0,1.60143744E9,,,,0,20.399999618530273,3,-5.199999809265137,1.60143744E9
178100206,56213634897,18,0.0,-1284265647786365184,0.0,10.137636184692383,61385.25,0.0,0,7,0.0,815,275289874037255,32,23.100000381469727,18600.328125,0.3052409589290619,0,0.0,0.0,1.56109798E9,,,,0,21.100000381469727,5,-5.199999809265137,1.56109798E9
178100207,56213634897,18,0.0,-1284265647786365184,0.0,10.137636184692383,61385.25,0.0,0,9,0.0,815,275289879327296,31,23.5,18259.373046875,0.29218408465385437,0,0.0,0.0,1.56109798E9,,,,0,17.299999237060547,5,-5.199999809265137,1.56109798E9
178100208,56213634897,18,0.0,-1284265647786365184,0.0,10.137636184692383,61385.25,0.0,0,10,0.0,815,275289876239191,33,22.899999618530273,18611.90234375,0.3121001422405243,0,0.0,0.0,1.56109798E9,,,,0,20.600000381469727,5,-5.199999809265137,1.56109798E9
178100208,56213634897,18,0.0,-1284265647786365184,0.0,10.137636184692383,61385.25,0.0,0,3,0.0,7215,275303919890406,42,20.299999237060547,18182.505859375,0.42718610167503357,0,0.0,0.0,1.57542003E9,,,,0,13.800000190734863,6,-5.199999809265137,1.57542003E9
